API,Provider,Service,Version,Description,LogoUrl
Access Analyzer,amazonaws.com,accessanalyzer,2019-11-01,<p>Identity and Access Management Access Analyzer helps identify potential resource-access risks by enabling you to identify any policies that grant access to an external principal. It does this by using logic-based reasoning to analyze resource-based policies in your Amazon Web Services environment. An external principal can be another Amazon Web Services account,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Certificate Manager,amazonaws.com,acm,2015-12-08,<fullname>Certificate Manager</fullname> <p>You can use Certificate Manager (ACM) to manage SSL/TLS certificates for your Amazon Web Services-based websites and applications. For more information about using ACM,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Certificate Manager Private Certificate Authority,amazonaws.com,acm-pca,2017-08-22,<p>This is the <i>Amazon Web Services Private Certificate Authority API Reference</i>. It provides descriptions,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Alexa For Business,amazonaws.com,alexaforbusiness,2017-11-09,Alexa for Business helps you use Alexa in your organization. Alexa for Business provides you with the tools to manage Alexa devices,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon Prometheus Service,amazonaws.com,amp,2020-08-01,Amazon Managed Service for Prometheus,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Amplify,amazonaws.com,amplify,2017-07-25,Amplify enables developers to develop and deploy cloud-powered mobile and web apps. The Amplify Console provides a continuous delivery and hosting service for web applications. For more information,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AmplifyBackend,amazonaws.com,amplifybackend,2020-08-11,AWS Amplify Admin API,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon API Gateway,amazonaws.com,apigateway,2015-07-09,<fullname>Amazon API Gateway</fullname> <p>Amazon API Gateway helps developers deliver robust,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AmazonApiGatewayManagementApi,amazonaws.com,apigatewaymanagementapi,2018-11-29,The Amazon API Gateway Management API allows you to directly manage runtime aspects of your deployed APIs. To use it,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AmazonApiGatewayV2,amazonaws.com,apigatewayv2,2018-11-29,Amazon API Gateway V2,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon AppConfig,amazonaws.com,appconfig,2019-10-09,<p>Use AppConfig,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon Appflow,amazonaws.com,appflow,2020-08-23,<p>Welcome to the Amazon AppFlow API reference. This guide is for developers who need detailed information about the Amazon AppFlow API operations,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon AppIntegrations Service,amazonaws.com,appintegrations,2020-07-29,<p>The Amazon AppIntegrations service enables you to configure and reuse connections to external applications.</p> <p>For information about how you can use external applications with Amazon Connect,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Application Auto Scaling,amazonaws.com,application-autoscaling,2016-02-06,<p>With Application Auto Scaling,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon CloudWatch Application Insights,amazonaws.com,application-insights,2018-11-25,<fullname>Amazon CloudWatch Application Insights</fullname> <p> Amazon CloudWatch Application Insights is a service that helps you detect common problems with your applications. It enables you to pinpoint the source of issues in your applications (built with technologies such as Microsoft IIS,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Application Cost Profiler,amazonaws.com,applicationcostprofiler,2020-09-10,<p>This reference provides descriptions of the AWS Application Cost Profiler API.</p> <p>The AWS Application Cost Profiler API provides programmatic access to view,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS App Mesh,amazonaws.com,appmesh,2018-10-01,<p>AWS App Mesh is a service mesh based on the Envoy proxy that makes it easy to monitor and,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS App Mesh,amazonaws.com,appmesh,2019-01-25,<p>App Mesh is a service mesh based on the Envoy proxy that makes it easy to monitor and control microservices. App Mesh standardizes how your microservices communicate,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS App Runner,amazonaws.com,apprunner,2020-05-15,<fullname>App Runner</fullname> <p>App Runner is an application service that provides a fast,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon AppStream,amazonaws.com,appstream,2016-12-01,<fullname>Amazon AppStream 2.0</fullname> <p>This is the <i>Amazon AppStream 2.0 API Reference</i>. This documentation provides descriptions and syntax for each of the actions and data types in AppStream 2.0. AppStream 2.0 is a fully managed,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS AppSync,amazonaws.com,appsync,2017-07-25,AppSync provides API actions for creating and interacting with data sources using GraphQL from your application.,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon Athena,amazonaws.com,athena,2017-05-18,<p>Amazon Athena is an interactive query service that lets you use standard SQL to analyze data directly in Amazon S3. You can point Athena at your data in Amazon S3 and run ad-hoc queries and get results in seconds. Athena is serverless,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Audit Manager,amazonaws.com,auditmanager,2017-07-25,<p>Welcome to the Audit Manager API reference. This guide is for developers who need detailed information about the Audit Manager API operations,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Auto Scaling,amazonaws.com,autoscaling,2011-01-01,<fullname>Amazon EC2 Auto Scaling</fullname> <p>Amazon EC2 Auto Scaling is designed to automatically launch and terminate EC2 instances based on user-defined scaling policies,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Auto Scaling Plans,amazonaws.com,autoscaling-plans,2018-01-06,<fullname>AWS Auto Scaling</fullname> <p>Use AWS Auto Scaling to create scaling plans for your applications to automatically scale your scalable AWS resources. </p> <p> <b>API Summary</b> </p> <p>You can use the AWS Auto Scaling service API to accomplish the following tasks:</p> <ul> <li> <p>Create and manage scaling plans</p> </li> <li> <p>Define target tracking scaling policies to dynamically scale your resources based on utilization</p> </li> <li> <p>Scale Amazon EC2 Auto Scaling groups using predictive scaling and dynamic scaling to scale your Amazon EC2 capacity faster</p> </li> <li> <p>Set minimum and maximum capacity limits</p> </li> <li> <p>Retrieve information on existing scaling plans</p> </li> <li> <p>Access current forecast data and historical forecast data for up to 56 days previous</p> </li> </ul> <p>To learn more about AWS Auto Scaling,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Backup,amazonaws.com,backup,2018-11-15,<fullname>Backup</fullname> <p>Backup is a unified backup service designed to protect Amazon Web Services services and their associated data. Backup simplifies the creation,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Batch,amazonaws.com,batch,2016-08-10,<fullname>Batch</fullname> <p>Using Batch,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Braket,amazonaws.com,braket,2019-09-01,<p>The Amazon Braket API Reference provides information about the operations and structures supported in Amazon Braket.</p> <p>Additional Resources:</p> <ul> <li> <p> <a href="https://docs.aws.amazon.com/braket/latest/developerguide/what-is-braket.html">Amazon Braket Developer Guide</a> </p> </li> </ul>,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Budgets,amazonaws.com,budgets,2016-10-20,<p>Use the Amazon Web Services Budgets API to plan your service usage,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Cost Explorer Service,amazonaws.com,ce,2017-10-25,<p>You can use the Cost Explorer API to programmatically query your cost and usage data. You can query for aggregated data such as total monthly costs or total daily usage. You can also query for granular data. This might include the number of daily write operations for Amazon DynamoDB database tables in your production environment. </p> <p>Service Endpoint</p> <p>The Cost Explorer API provides the following endpoint:</p> <ul> <li> <p> <code>https://ce.us-east-1.amazonaws.com</code> </p> </li> </ul> <p>For information about the costs that are associated with the Cost Explorer API,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon Chime,amazonaws.com,chime,2018-05-01,<p>The Amazon Chime application programming interface (API) is designed so administrators can perform key tasks,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS Cloud9,amazonaws.com,cloud9,2017-09-23,<fullname>Cloud9</fullname> <p>Cloud9 is a collection of tools that you can use to code,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon CloudDirectory,amazonaws.com,clouddirectory,2016-05-10,<fullname>Amazon Cloud Directory</fullname> <p>Amazon Cloud Directory is a component of the AWS Directory Service that simplifies the development and management of cloud-scale web,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon CloudDirectory,amazonaws.com,clouddirectory,2017-01-11,<fullname>Amazon Cloud Directory</fullname> <p>Amazon Cloud Directory is a component of the AWS Directory Service that simplifies the development and management of cloud-scale web,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
AWS CloudFormation,amazonaws.com,cloudformation,2010-05-15,<fullname>CloudFormation</fullname> <p>CloudFormation allows you to create and manage Amazon Web Services infrastructure deployments predictably and repeatedly. You can use CloudFormation to leverage Amazon Web Services products,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon CloudFront,amazonaws.com,cloudfront,2016-11-25,<fullname>Amazon CloudFront</fullname> <p>This is the <i>Amazon CloudFront API Reference</i>. This guide is for developers who need detailed information about the CloudFront API actions,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon CloudFront,amazonaws.com,cloudfront,2017-03-25,<fullname>Amazon CloudFront</fullname> <p>This is the <i>Amazon CloudFront API Reference</i>. This guide is for developers who need detailed information about CloudFront API actions,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon CloudFront,amazonaws.com,cloudfront,2017-10-30,<fullname>Amazon CloudFront</fullname> <p>This is the <i>Amazon CloudFront API Reference</i>. This guide is for developers who need detailed information about CloudFront API actions,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon CloudFront,amazonaws.com,cloudfront,2018-06-18,<fullname>Amazon CloudFront</fullname> <p>This is the <i>Amazon CloudFront API Reference</i>. This guide is for developers who need detailed information about CloudFront API actions,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
Amazon CloudFront,amazonaws.com,cloudfront,2018-11-05,<fullname>Amazon CloudFront</fullname> <p>This is the <i>Amazon CloudFront API Reference</i>. This guide is for developers who need detailed information about CloudFront API actions,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png
